datetime,open,high,low,close,volume,hold
2026-02-12 23:00:00,8790.0,8828.0,8780.0,8800.0,16609,393716
2026-02-13 11:15:00,8790.0,8798.0,8724.0,8736.0,35113,387140
2026-02-13 15:00:00,8734.0,8738.0,8674.0,8698.0,537,371311
2026-02-24 11:15:00,8840.0,8910.0,8832.0,8854.0,1636,375323
2026-02-24 15:00:00,8854.0,8870.0,8822.0,8824.0,164,371007
2026-02-24 23:00:00,8808.0,8820.0,8768.0,8818.0,21234,372464
2026-02-25 11:15:00,8822.0,8876.0,8818.0,8850.0,52769,380868
2026-02-25 15:00:00,8850.0,8930.0,8844.0,8848.0,74416,386437
2026-02-25 23:00:00,8818.0,8838.0,8774.0,8778.0,35161,391074
2026-02-26 11:15:00,8814.0,8830.0,8734.0,8738.0,79282,386837
2026-02-26 15:00:00,8738.0,8760.0,8690.0,8714.0,117,397107
2026-02-26 23:00:00,8714.0,8800.0,8696.0,8762.0,44059,391239
2026-02-27 11:15:00,8762.0,8790.0,8714.0,8740.0,62268,394334
2026-02-27 15:00:00,8740.0,8786.0,8720.0,8780.0,21533,393810
2026-02-27 23:00:00,8818.0,8824.0,8768.0,8790.0,199,391742
2026-03-02 11:15:00,8900.0,8910.0,8798.0,8858.0,10178,396069
2026-03-02 15:00:00,8860.0,8922.0,8856.0,8898.0,111,387940
2026-03-02 23:00:00,8944.0,9018.0,8926.0,8946.0,50253,382018
2026-03-03 11:15:00,8942.0,9026.0,8928.0,8976.0,1763,379302
2026-03-03 15:00:00,8968.0,9016.0,8960.0,8994.0,224,373736
2026-03-03 23:00:00,9048.0,9082.0,9020.0,9040.0,36717,368415
2026-03-04 11:15:00,9032.0,9034.0,8938.0,8986.0,1210,365670
2026-03-04 15:00:00,8986.0,9010.0,8970.0,9002.0,181,361715
2026-03-04 23:00:00,8966.0,8966.0,8890.0,8940.0,189,362234
2026-03-05 11:15:00,8966.0,8994.0,8952.0,8962.0,3230,360784
2026-03-05 15:00:00,8964.0,9126.0,8962.0,9070.0,42,364839
2026-03-05 23:00:00,9072.0,9156.0,9048.0,9154.0,152,372046
2026-03-06 11:15:00,9178.0,9188.0,9092.0,9178.0,345,368532
2026-03-06 15:00:00,9178.0,9248.0,9162.0,9218.0,153,378262
2026-03-06 23:00:00,9392.0,9542.0,9360.0,9456.0,84831,390995
2026-03-09 11:15:00,9760.0,9788.0,9454.0,9788.0,3431,391045
2026-03-09 15:00:00,9788.0,9788.0,9570.0,9720.0,276561,385216
2026-03-09 23:00:00,9676.0,9746.0,9524.0,9742.0,60649,377970
2026-03-10 11:15:00,9742.0,9742.0,9244.0,9418.0,105798,343384
2026-03-10 15:00:00,9424.0,9466.0,9372.0,9462.0,86142,338561
2026-03-10 23:00:00,9472.0,9512.0,9330.0,9344.0,68365,333046
2026-03-11 11:15:00,9368.0,9506.0,9348.0,9490.0,75205,342099
2026-03-11 15:00:00,9490.0,9558.0,9478.0,9526.0,445,339423
2026-03-11 23:00:00,9658.0,9700.0,9576.0,9612.0,31833,339921
2026-03-12 11:15:00,9700.0,9864.0,9612.0,9770.0,143786,348442
2026-03-12 15:00:00,9772.0,9806.0,9644.0,9684.0,33717,338598
2026-03-12 23:00:00,9714.0,9826.0,9656.0,9818.0,53761,345296
2026-03-13 11:15:00,9790.0,9888.0,9754.0,9862.0,109303,358808
2026-03-13 15:00:00,9856.0,9876.0,9676.0,9768.0,12,340181
2026-03-13 23:00:00,9746.0,9914.0,9728.0,9880.0,58369,348529
2026-03-16 11:15:00,9812.0,10040.0,9772.0,10028.0,123972,365885
2026-03-16 15:00:00,10028.0,10050.0,9952.0,10010.0,74900,359767
2026-03-16 23:00:00,9940.0,9978.0,9820.0,9900.0,31734,346182
2026-03-17 11:15:00,9886.0,9952.0,9830.0,9912.0,26070,355410
2026-03-17 15:00:00,9914.0,9964.0,9858.0,9954.0,117144,360233
2026-03-17 23:00:00,9968.0,9990.0,9870.0,9872.0,60,364912
2026-03-18 11:15:00,9870.0,9914.0,9776.0,9778.0,3439,350912
2026-03-18 15:00:00,9780.0,9784.0,9668.0,9692.0,5988,332911
2026-03-18 23:00:00,9834.0,9882.0,9788.0,9844.0,34910,329488
2026-03-19 11:15:00,9862.0,9902.0,9744.0,9786.0,28,330254
2026-03-19 15:00:00,9786.0,9808.0,9756.0,9796.0,7139,331103
2026-03-19 23:00:00,9790.0,9834.0,9676.0,9738.0,25402,323562
2026-03-20 11:15:00,9708.0,9738.0,9646.0,9726.0,43969,322815
2026-03-20 15:00:00,9742.0,9788.0,9704.0,9718.0,29028,319474
2026-03-20 23:00:00,9732.0,9782.0,9652.0,9722.0,8074,316011
2026-03-23 11:15:00,9718.0,9958.0,9696.0,9914.0,78546,324309
2026-03-23 15:00:00,9914.0,9956.0,9888.0,9942.0,39116,317782
2026-03-23 23:00:00,9690.0,9732.0,9532.0,9588.0,38597,295070
2026-03-24 11:15:00,9658.0,9774.0,9588.0,9748.0,65840,293437
2026-03-24 15:00:00,9748.0,9772.0,9630.0,9644.0,75366,290411
2026-03-24 23:00:00,9652.0,9676.0,9606.0,9614.0,28955,290046
2026-03-25 11:15:00,9496.0,9616.0,9466.0,9500.0,50037,286993
2026-03-25 15:00:00,9500.0,9570.0,9492.0,9510.0,54978,285120
2026-03-25 23:00:00,9528.0,9532.0,9482.0,9526.0,12572,283787
2026-03-26 11:15:00,9570.0,9632.0,9526.0,9616.0,63683,283802
2026-03-26 15:00:00,9616.0,9640.0,9598.0,9614.0,47353,279944
2026-03-26 23:00:00,9660.0,9680.0,9582.0,9648.0,25607,275553
2026-03-27 11:15:00,9632.0,9666.0,9592.0,9656.0,61299,276316
2026-03-27 15:00:00,9662.0,9768.0,9656.0,9768.0,77105,288419
2026-03-27 23:00:00,9808.0,9842.0,9668.0,9692.0,45690,277885
2026-03-30 11:15:00,9760.0,9800.0,9692.0,9734.0,70135,268843
2026-03-30 15:00:00,9736.0,9974.0,9706.0,9930.0,23517,280169
2026-03-30 23:00:00,9950.0,10082.0,9886.0,10004.0,34,279239
2026-03-31 11:15:00,10004.0,10020.0,9834.0,9888.0,2981,256751
2026-03-31 15:00:00,9884.0,9900.0,9832.0,9866.0,37,245867
2026-03-31 23:00:00,10078.0,10166.0,10026.0,10110.0,17087,267709
2026-04-01 11:15:00,10110.0,10110.0,9968.0,10044.0,43750,272478
2026-04-01 15:00:00,10044.0,10080.0,9824.0,9824.0,31852,263165
2026-04-01 23:00:00,9878.0,9888.0,9768.0,9794.0,11382,263173
2026-04-02 11:15:00,9782.0,10018.0,9756.0,10012.0,144768,284133
2026-04-02 15:00:00,10012.0,10056.0,9986.0,10008.0,8413,288488
2026-04-02 23:00:00,10090.0,10106.0,9920.0,9952.0,30641,289178
2026-04-03 11:15:00,9982.0,9994.0,9930.0,9966.0,11510,293073
2026-04-03 15:00:00,9966.0,10022.0,9938.0,9988.0,65303,292554
2026-04-07 11:15:00,10040.0,10042.0,9942.0,10028.0,112668,304361
2026-04-07 15:00:00,10028.0,10058.0,9964.0,9988.0,946,305845
2026-04-07 23:00:00,9968.0,9984.0,9872.0,9900.0,30972,300044
2026-04-08 11:15:00,9554.0,9900.0,9516.0,9624.0,23280,306092
2026-04-08 15:00:00,9624.0,9630.0,9548.0,9568.0,8334,306147
2026-04-08 23:00:00,9530.0,9612.0,9512.0,9610.0,28608,314387
2026-04-09 11:15:00,9608.0,9676.0,9606.0,9644.0,45270,320657
2026-04-09 15:00:00,9642.0,9672.0,9634.0,9650.0,476,320089
2026-04-09 23:00:00,9695.0,9751.0,9671.0,9750.0,36474,329331
2026-04-10 11:15:00,9720.0,9750.0,9660.0,9673.0,54268,336102
2026-04-10 15:00:00,9673.0,9722.0,9621.0,9621.0,4072,338482
2026-04-10 23:00:00,9551.0,9595.0,9518.0,9540.0,355,337843
2026-04-13 11:15:00,9667.0,9667.0,9604.0,9634.0,26888,341363
2026-04-13 15:00:00,9634.0,9660.0,9546.0,9546.0,235,342280
2026-04-13 23:00:00,9558.0,9576.0,9491.0,9524.0,29807,347454
2026-04-14 11:15:00,9450.0,9525.0,9412.0,9425.0,77684,357117
2026-04-14 15:00:00,9426.0,9456.0,9408.0,9433.0,25966,356965
2026-04-14 23:00:00,9416.0,9419.0,9330.0,9351.0,34899,369358
2026-04-15 11:15:00,9320.0,9405.0,9306.0,9400.0,7686,375171
2026-04-15 15:00:00,9389.0,9429.0,9368.0,9411.0,3673,378447
2026-04-15 23:00:00,9420.0,9422.0,9325.0,9363.0,38485,383954
2026-04-16 11:15:00,9365.0,9424.0,9340.0,9381.0,85738,391034
2026-04-16 15:00:00,9380.0,9415.0,9353.0,9402.0,220,392661
2026-04-16 23:00:00,9435.0,9500.0,9388.0,9489.0,67363,398260
2026-04-17 11:15:00,9478.0,9489.0,9427.0,9472.0,75436,402261
2026-04-17 15:00:00,9472.0,9508.0,9411.0,9492.0,295,404382
2026-04-17 23:00:00,9306.0,9413.0,9259.0,9398.0,35,413777
2026-04-20 11:15:00,9468.0,9515.0,9426.0,9480.0,48017,422043
2026-04-20 15:00:00,9480.0,9506.0,9466.0,9486.0,2117,419147
2026-04-20 23:00:00,9481.0,9500.0,9434.0,9488.0,40215,424918
2026-04-21 11:15:00,9497.0,9608.0,9488.0,9578.0,74304,448365
2026-04-21 15:00:00,9578.0,9793.0,9556.0,9730.0,6465,464353
2026-04-21 23:00:00,9719.0,9792.0,9696.0,9775.0,65742,475514
2026-04-22 11:15:00,9794.0,9857.0,9762.0,9840.0,117252,487355
2026-04-22 15:00:00,9840.0,9855.0,9763.0,9822.0,374,481402
2026-04-22 23:00:00,9864.0,9884.0,9831.0,9833.0,47955,488871
2026-04-23 11:15:00,9815.0,9847.0,9730.0,9828.0,23662,487821
2026-04-23 15:00:00,9825.0,9835.0,9766.0,9781.0,10297,470400
2026-04-23 23:00:00,9744.0,9855.0,9743.0,9806.0,46329,483997
2026-04-24 11:15:00,9843.0,9843.0,9756.0,9762.0,94823,474145
2026-04-24 15:00:00,9762.0,9799.0,9711.0,9778.0,6464,470506
2026-04-24 23:00:00,9766.0,9801.0,9748.0,9777.0,106,469869
2026-04-27 11:15:00,9806.0,9900.0,9806.0,9833.0,70715,483821
2026-04-27 15:00:00,9833.0,9845.0,9784.0,9785.0,565,478722
2026-04-27 23:00:00,9767.0,9788.0,9728.0,9788.0,36386,479060
2026-04-28 11:15:00,9792.0,9827.0,9674.0,9701.0,146988,470314
2026-04-28 15:00:00,9700.0,9773.0,9699.0,9759.0,424,463371
2026-04-28 23:00:00,9750.0,9772.0,9654.0,9660.0,75049,455587
2026-04-29 11:15:00,9680.0,9733.0,9660.0,9725.0,87384,455745
2026-04-29 15:00:00,9725.0,9800.0,9718.0,9780.0,98280,457457
2026-04-29 23:00:00,9841.0,9856.0,9774.0,9793.0,36997,445442
2026-04-30 11:15:00,9841.0,9854.0,9798.0,9841.0,66361,444321
2026-04-30 15:00:00,9842.0,9875.0,9821.0,9821.0,537,433102
2026-05-06 11:15:00,9887.0,9992.0,9871.0,9876.0,55432,453443
2026-05-06 15:00:00,9873.0,9879.0,9805.0,9864.0,102802,454956
2026-05-06 23:00:00,9750.0,9823.0,9716.0,9791.0,28324,463789
2026-05-07 11:15:00,9806.0,9830.0,9676.0,9749.0,77827,470371
2026-05-07 15:00:00,9748.0,9776.0,9728.0,9752.0,64256,463838
2026-05-07 23:00:00,9664.0,9707.0,9638.0,9694.0,31241,466605
2026-05-08 11:15:00,9748.0,9748.0,9693.0,9711.0,4161,473261
2026-05-08 15:00:00,9711.0,9711.0,9661.0,9680.0,2634,468976
2026-05-08 23:00:00,9642.0,9695.0,9632.0,9692.0,443,467944
2026-05-11 11:15:00,9732.0,9758.0,9715.0,9726.0,31312,466579
2026-05-11 15:00:00,9727.0,9732.0,9660.0,9682.0,304,466197
2026-05-11 23:00:00,9671.0,9684.0,9612.0,9647.0,61,468852
2026-05-12 11:15:00,9659.0,9704.0,9567.0,9568.0,8341,476789
2026-05-12 15:00:00,9569.0,9578.0,9521.0,9565.0,187,482994
2026-05-12 23:00:00,9577.0,9593.0,9566.0,9589.0,23682,473822
2026-05-13 11:15:00,9596.0,9598.0,9514.0,9527.0,77791,480386
2026-05-13 15:00:00,9527.0,9540.0,9477.0,9492.0,10242,483004
2026-05-13 23:00:00,9517.0,9554.0,9484.0,9530.0,49298,481497
2026-05-14 11:15:00,9495.0,9530.0,9442.0,9454.0,384,491423
2026-05-14 15:00:00,9455.0,9465.0,9405.0,9405.0,1272,493677
2026-05-14 23:00:00,9384.0,9432.0,9367.0,9414.0,26852,493001
2026-05-15 11:15:00,9430.0,9476.0,9415.0,9451.0,3018,493426
2026-05-15 15:00:00,9450.0,9475.0,9414.0,9420.0,201,485650
2026-05-15 23:00:00,9425.0,9476.0,9380.0,9462.0,2766,497210
2026-05-18 11:15:00,9497.0,9552.0,9495.0,9524.0,20329,501270
2026-05-18 15:00:00,9524.0,9594.0,9524.0,9576.0,86,501960
2026-05-18 23:00:00,9530.0,9582.0,9494.0,9579.0,34431,502962
2026-05-19 11:15:00,9564.0,9578.0,9521.0,9554.0,37435,497800
2026-05-19 15:00:00,9555.0,9706.0,9524.0,9672.0,265623,504326
